sentence,label
[CLS] user_74 [SEP] movie_128 movie_117 movie_85 movie_11 [SEP] 4.0 3.0 3.0 [MASK],4.0
[CLS] user_26 [SEP] movie_14 movie_11 movie_15 movie_40 [SEP] 5.0 3.0 4.0 [MASK],4.0
[CLS] user_49 [SEP] movie_25 movie_17 movie_39 movie_25 [SEP] 1.0 5.0 4.0 [MASK],1.0
[CLS] user_36 [SEP] movie_32 movie_23 movie_30 movie_30 [SEP] 5.0 5.0 5.0 [MASK],5.0
[CLS] user_17 [SEP] movie_84 movie_117 movie_116 movie_88 [SEP] 4.0 5.0 5.0 [MASK],4.0
[CLS] user_34 [SEP] movie_11 movie_20 movie_3 movie_3 [SEP] 0.5 1.5 3.0 [MASK],3.0
[CLS] user_12 [SEP] movie_63 movie_112 movie_17 movie_46 [SEP] 4.0 3.0 3.5 [MASK],0.5
[CLS] user_10 [SEP] movie_109 movie_23 movie_31 movie_6 [SEP] 4.0 5.0 5.0 [MASK],4.0
[CLS] user_12 [SEP] movie_46 movie_22 movie_40 movie_22 [SEP] 0.5 3.0 4.5 [MASK],3.0
[CLS] user_31 [SEP] movie_99 movie_20 movie_107 movie_48 [SEP] 4.0 3.0 5.0 [MASK],2.0
[CLS] user_17 [SEP] movie_118 movie_88 movie_20 movie_115 [SEP] 3.0 4.0 5.0 [MASK],3.0
[CLS] user_16 [SEP] movie_75 movie_33 movie_69 movie_61 [SEP] 3.0 4.0 4.0 [MASK],4.0
[CLS] user_2 [SEP] movie_58 movie_53 movie_3 movie_15 [SEP] 3.0 3.0 3.0 [MASK],5.0
[CLS] user_30 [SEP] movie_130 movie_2 movie_80 movie_101 [SEP] 3.0 3.0 2.0 [MASK],2.0
[CLS] user_55 [SEP] movie_25 movie_5 movie_42 movie_71 [SEP] 2.0 4.5 1.5 [MASK],3.0
[CLS] user_1 [SEP] movie_13 movie_11 movie_36 movie_6 [SEP] 4.0 2.0 4.5 [MASK],3.0
[CLS] user_48 [SEP] movie_10 movie_4 movie_15 movie_1 [SEP] 4.0 2.5 4.5 [MASK],1.5
[CLS] user_6 [SEP] movie_10 movie_13 movie_93 movie_93 [SEP] 3.5 4.0 0.5 [MASK],0.5
[CLS] user_43 [SEP] movie_63 movie_33 movie_27 movie_6 [SEP] 4.0 5.0 5.0 [MASK],3.0
[CLS] user_52 [SEP] movie_47 movie_75 movie_20 movie_75 [SEP] 3.0 3.0 4.0 [MASK],3.0
[CLS] user_16 [SEP] movie_80 movie_11 movie_69 movie_38 [SEP] 3.0 4.0 4.0 [MASK],5.0
[CLS] user_34 [SEP] movie_36 movie_3 movie_1 movie_13 [SEP] 4.0 3.0 2.0 [MASK],2.0
[CLS] user_21 [SEP] movie_4 movie_15 movie_110 movie_67 [SEP] 5.0 5.0 4.0 [MASK],5.0
[CLS] user_24 [SEP] movie_116 movie_13 movie_63 movie_13 [SEP] 4.0 4.0 3.0 [MASK],4.0
[CLS] user_55 [SEP] movie_12 movie_21 movie_64 movie_20 [SEP] 4.5 3.0 2.0 [MASK],3.0
[CLS] user_18 [SEP] movie_19 movie_38 movie_30 movie_11 [SEP] 1.5 2.5 3.5 [MASK],3.0
[CLS] user_49 [SEP] movie_87 movie_39 movie_55 movie_87 [SEP] 5.0 4.0 5.0 [MASK],5.0
[CLS] user_20 [SEP] movie_23 movie_15 movie_19 movie_6 [SEP] 5.0 5.0 3.0 [MASK],5.0
[CLS] user_57 [SEP] movie_3 movie_129 movie_22 movie_129 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_18 [SEP] movie_35 movie_17 movie_30 movie_63 [SEP] 3.0 4.5 3.5 [MASK],3.0
[CLS] user_64 [SEP] movie_40 movie_20 movie_22 movie_13 [SEP] 4.5 4.0 4.5 [MASK],4.0
[CLS] user_56 [SEP] movie_13 movie_94 movie_9 movie_57 [SEP] 3.0 3.0 5.0 [MASK],3.0
[CLS] user_3 [SEP] movie_31 movie_30 movie_32 movie_42 [SEP] 4.0 5.0 4.5 [MASK],3.0
[CLS] user_70 [SEP] movie_29 movie_6 movie_72 movie_18 [SEP] 5.0 4.0 2.0 [MASK],3.0
[CLS] user_1 [SEP] movie_31 movie_38 movie_35 movie_11 [SEP] 3.0 3.5 4.0 [MASK],2.0
[CLS] user_62 [SEP] movie_48 movie_59 movie_145 movie_9 [SEP] 1.0 4.0 1.0 [MASK],5.0
[CLS] user_58 [SEP] movie_115 movie_34 movie_15 movie_115 [SEP] 5.0 4.0 5.0 [MASK],5.0
[CLS] user_37 [SEP] movie_38 movie_5 movie_40 movie_14 [SEP] 2.0 4.0 4.0 [MASK],1.0
[CLS] user_13 [SEP] movie_30 movie_33 movie_19 movie_73 [SEP] 5.0 2.0 2.0 [MASK],5.0
[CLS] user_26 [SEP] movie_33 movie_9 movie_79 movie_79 [SEP] 4.0 5.0 3.0 [MASK],3.0
[CLS] user_31 [SEP] movie_30 movie_23 movie_101 movie_30 [SEP] 3.0 5.0 3.0 [MASK],3.0
[CLS] user_45 [SEP] movie_14 movie_44 movie_15 movie_33 [SEP] 4.0 2.0 5.0 [MASK],3.0
[CLS] user_12 [SEP] movie_111 movie_46 movie_22 movie_40 [SEP] 3.5 0.5 3.0 [MASK],4.5
[CLS] user_23 [SEP] movie_29 movie_28 movie_51 movie_1 [SEP] 5.0 4.0 4.0 [MASK],5.0
[CLS] user_10 [SEP] movie_13 movie_87 movie_110 movie_43 [SEP] 4.0 4.0 5.0 [MASK],4.0
[CLS] user_9 [SEP] movie_19 movie_1 movie_14 movie_1 [SEP] 3.0 4.0 3.0 [MASK],4.0
[CLS] user_77 [SEP] movie_15 movie_117 movie_40 movie_112 [SEP] 4.0 3.0 3.0 [MASK],3.0
[CLS] user_2 [SEP] movie_49 movie_14 movie_2 movie_49 [SEP] 3.0 5.0 5.0 [MASK],3.0
[CLS] user_60 [SEP] movie_61 movie_11 movie_34 movie_86 [SEP] 3.0 4.0 5.0 [MASK],4.0
[CLS] user_2 [SEP] movie_29 movie_15 movie_5 movie_44 [SEP] 4.0 5.0 3.0 [MASK],3.0
[CLS] user_22 [SEP] movie_63 movie_18 movie_121 movie_122 [SEP] 5.0 5.0 4.0 [MASK],1.0
[CLS] user_55 [SEP] movie_17 movie_21 movie_59 movie_119 [SEP] 3.5 3.0 3.0 [MASK],3.0
[CLS] user_35 [SEP] movie_20 movie_19 movie_1 movie_20 [SEP] 3.0 3.0 4.0 [MASK],3.0
[CLS] user_7 [SEP] movie_61 movie_52 movie_20 movie_101 [SEP] 5.0 4.0 3.0 [MASK],4.0
[CLS] user_37 [SEP] movie_30 movie_34 movie_40 movie_23 [SEP] 4.0 4.0 4.0 [MASK],5.0
[CLS] user_65 [SEP] movie_127 movie_117 movie_29 movie_117 [SEP] 3.0 3.0 5.0 [MASK],3.0
[CLS] user_26 [SEP] movie_108 movie_11 movie_109 movie_28 [SEP] 5.0 3.0 2.0 [MASK],3.0
[CLS] user_75 [SEP] movie_4 movie_22 movie_37 movie_46 [SEP] 4.5 4.0 3.5 [MASK],4.0
[CLS] user_1 [SEP] movie_35 movie_22 movie_20 movie_1 [SEP] 4.0 2.5 2.0 [MASK],2.5
[CLS] user_67 [SEP] movie_42 movie_20 movie_7 movie_35 [SEP] 3.5 1.5 3.0 [MASK],2.5
[CLS] user_32 [SEP] movie_33 movie_30 movie_55 movie_15 [SEP] 2.0 5.0 5.0 [MASK],3.0
[CLS] user_46 [SEP] movie_15 movie_112 movie_40 movie_109 [SEP] 5.0 1.5 4.0 [MASK],2.0
[CLS] user_4 [SEP] movie_29 movie_74 movie_1 movie_32 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_58 [SEP] movie_52 movie_15 movie_35 movie_47 [SEP] 2.0 5.0 5.0 [MASK],3.0
[CLS] user_22 [SEP] movie_63 movie_19 movie_111 movie_18 [SEP] 5.0 3.0 2.0 [MASK],5.0
[CLS] user_22 [SEP] movie_1 movie_122 movie_57 movie_57 [SEP] 4.0 1.0 3.0 [MASK],3.0
[CLS] user_70 [SEP] movie_56 movie_18 movie_84 movie_46 [SEP] 4.0 3.0 4.0 [MASK],2.0
[CLS] user_44 [SEP] movie_101 movie_17 movie_73 movie_73 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_42 [SEP] movie_118 movie_44 movie_20 movie_44 [SEP] 1.0 3.0 4.0 [MASK],3.0
[CLS] user_44 [SEP] movie_17 movie_11 movie_50 movie_4 [SEP] 3.0 3.0 3.0 [MASK],5.0
[CLS] user_3 [SEP] movie_55 movie_29 movie_31 movie_30 [SEP] 5.0 3.5 4.0 [MASK],5.0
[CLS] user_66 [SEP] movie_110 movie_37 movie_59 movie_29 [SEP] 2.0 4.0 5.0 [MASK],4.0
[CLS] user_28 [SEP] movie_111 movie_29 movie_1 movie_31 [SEP] 3.0 4.0 3.0 [MASK],4.0
[CLS] user_51 [SEP] movie_48 movie_13 movie_100 movie_107 [SEP] 2.5 4.0 4.0 [MASK],2.0
[CLS] user_42 [SEP] movie_13 movie_15 movie_3 movie_121 [SEP] 4.0 3.0 4.0 [MASK],3.0
[CLS] user_7 [SEP] movie_100 movie_15 movie_1 movie_45 [SEP] 3.0 5.0 1.0 [MASK],4.0
[CLS] user_8 [SEP] movie_11 movie_23 movie_14 movie_20 [SEP] 3.0 3.5 3.0 [MASK],3.5
[CLS] user_10 [SEP] movie_23 movie_13 movie_21 movie_37 [SEP] 5.0 4.0 5.0 [MASK],3.0
[CLS] user_51 [SEP] movie_7 movie_15 movie_48 movie_23 [SEP] 5.0 5.0 2.5 [MASK],3.0
[CLS] user_25 [SEP] movie_55 movie_13 movie_40 movie_55 [SEP] 5.0 4.5 2.5 [MASK],5.0
[CLS] user_13 [SEP] movie_30 movie_32 movie_59 movie_30 [SEP] 5.0 4.0 4.0 [MASK],5.0
[CLS] user_26 [SEP] movie_109 movie_11 movie_108 movie_109 [SEP] 2.0 3.0 5.0 [MASK],2.0
[CLS] user_29 [SEP] movie_6 movie_111 movie_58 movie_111 [SEP] 4.0 3.0 3.0 [MASK],3.0
[CLS] user_60 [SEP] movie_39 movie_34 movie_11 movie_80 [SEP] 4.0 5.0 4.0 [MASK],4.0
[CLS] user_1 [SEP] movie_22 movie_19 movie_32 movie_5 [SEP] 2.5 1.0 3.0 [MASK],4.0
[CLS] user_30 [SEP] movie_133 movie_125 movie_2 movie_57 [SEP] 1.5 4.0 3.0 [MASK],2.0
[CLS] user_65 [SEP] movie_57 movie_75 movie_52 movie_10 [SEP] 4.0 5.0 5.0 [MASK],4.0
[CLS] user_41 [SEP] movie_26 movie_5 movie_28 movie_104 [SEP] 5.0 3.0 5.0 [MASK],5.0
[CLS] user_59 [SEP] movie_43 movie_25 movie_4 movie_23 [SEP] 4.0 1.0 4.0 [MASK],5.0
[CLS] user_20 [SEP] movie_43 movie_73 movie_6 movie_43 [SEP] 3.0 4.0 5.0 [MASK],3.0
[CLS] user_36 [SEP] movie_30 movie_94 movie_1 movie_32 [SEP] 5.0 4.0 4.0 [MASK],5.0
[CLS] user_65 [SEP] movie_52 movie_19 movie_7 movie_127 [SEP] 5.0 2.0 5.0 [MASK],3.0
[CLS] user_73 [SEP] movie_42 movie_33 movie_27 movie_20 [SEP] 1.5 3.0 4.0 [MASK],3.0
[CLS] user_71 [SEP] movie_11 movie_22 movie_34 movie_22 [SEP] 3.0 3.0 2.5 [MASK],3.0
[CLS] user_5 [SEP] movie_69 movie_17 movie_84 movie_15 [SEP] 4.0 5.0 3.0 [MASK],5.0
[CLS] user_12 [SEP] movie_40 movie_29 movie_47 movie_112 [SEP] 4.5 4.0 3.5 [MASK],3.0
[CLS] user_18 [SEP] movie_63 movie_30 movie_17 movie_17 [SEP] 3.0 3.5 4.5 [MASK],4.5
[CLS] user_63 [SEP] movie_48 movie_7 movie_15 movie_23 [SEP] 4.0 4.0 4.0 [MASK],5.0
[CLS] user_4 [SEP] movie_75 movie_76 movie_74 movie_24 [SEP] 2.0 3.0 4.0 [MASK],5.0
[CLS] user_2 [SEP] movie_59 movie_29 movie_49 movie_59 [SEP] 3.0 4.0 3.0 [MASK],3.0
[CLS] user_58 [SEP] movie_47 movie_94 movie_127 movie_152 [SEP] 3.0 3.0 3.0 [MASK],5.0
[CLS] user_42 [SEP] movie_4 movie_20 movie_15 movie_15 [SEP] 5.0 4.0 3.0 [MASK],3.0
[CLS] user_12 [SEP] movie_63 movie_112 movie_106 movie_17 [SEP] 4.0 3.0 3.5 [MASK],3.5
[CLS] user_71 [SEP] movie_33 movie_39 movie_34 movie_11 [SEP] 3.5 5.0 2.5 [MASK],3.0
[CLS] user_36 [SEP] movie_29 movie_30 movie_31 movie_94 [SEP] 4.0 5.0 5.0 [MASK],4.0
[CLS] user_60 [SEP] movie_20 movie_80 movie_15 movie_11 [SEP] 4.0 4.0 4.0 [MASK],4.0
[CLS] user_31 [SEP] movie_99 movie_48 movie_94 movie_101 [SEP] 4.0 2.0 5.0 [MASK],3.0
[CLS] user_11 [SEP] movie_63 movie_46 movie_50 movie_15 [SEP] 2.5 3.5 3.5 [MASK],4.0
[CLS] user_63 [SEP] movie_23 movie_7 movie_46 movie_48 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_65 [SEP] movie_109 movie_157 movie_101 movie_3 [SEP] 4.0 4.0 3.0 [MASK],5.0
[CLS] user_6 [SEP] movie_92 movie_11 movie_42 movie_10 [SEP] 2.5 2.5 2.0 [MASK],3.5
[CLS] user_66 [SEP] movie_11 movie_34 movie_29 movie_11 [SEP] 2.0 2.0 4.0 [MASK],2.0
[CLS] user_31 [SEP] movie_46 movie_101 movie_94 movie_50 [SEP] 5.0 3.0 5.0 [MASK],4.0
[CLS] user_33 [SEP] movie_38 movie_31 movie_17 movie_31 [SEP] 1.0 5.0 4.0 [MASK],5.0
[CLS] user_61 [SEP] movie_143 movie_13 movie_32 movie_59 [SEP] 4.0 3.0 4.0 [MASK],4.0
[CLS] user_7 [SEP] movie_69 movie_103 movie_72 movie_61 [SEP] 5.0 3.0 4.0 [MASK],5.0
[CLS] user_65 [SEP] movie_159 movie_7 movie_104 movie_37 [SEP] 5.0 5.0 4.0 [MASK],4.0
[CLS] user_46 [SEP] movie_36 movie_112 movie_11 movie_15 [SEP] 3.0 1.5 1.5 [MASK],5.0
[CLS] user_65 [SEP] movie_98 movie_37 movie_82 movie_23 [SEP] 2.0 4.0 5.0 [MASK],5.0
[CLS] user_52 [SEP] movie_85 movie_117 movie_118 movie_11 [SEP] 5.0 4.0 4.0 [MASK],3.0
[CLS] user_70 [SEP] movie_32 movie_8 movie_6 movie_150 [SEP] 5.0 3.0 4.0 [MASK],1.0
[CLS] user_48 [SEP] movie_23 movie_6 movie_3 movie_30 [SEP] 4.0 3.0 2.0 [MASK],4.0
[CLS] user_8 [SEP] movie_63 movie_48 movie_33 movie_23 [SEP] 4.0 4.5 3.0 [MASK],3.5
[CLS] user_67 [SEP] movie_87 movie_20 movie_7 movie_14 [SEP] 3.5 1.5 3.0 [MASK],4.5
[CLS] user_70 [SEP] movie_8 movie_18 movie_87 movie_6 [SEP] 3.0 3.0 4.0 [MASK],4.0
[CLS] user_46 [SEP] movie_109 movie_36 movie_40 movie_61 [SEP] 2.0 3.0 4.0 [MASK],3.5
[CLS] user_10 [SEP] movie_49 movie_50 movie_23 movie_108 [SEP] 3.0 4.0 5.0 [MASK],5.0
[CLS] user_62 [SEP] movie_10 movie_104 movie_15 movie_14 [SEP] 0.5 4.0 5.0 [MASK],4.0
[CLS] user_10 [SEP] movie_43 movie_87 movie_30 movie_86 [SEP] 4.0 4.0 5.0 [MASK],4.0
[CLS] user_23 [SEP] movie_15 movie_32 movie_86 movie_33 [SEP] 5.0 5.0 4.0 [MASK],4.0
[CLS] user_45 [SEP] movie_51 movie_68 movie_86 movie_4 [SEP] 4.0 3.5 3.0 [MASK],3.0
[CLS] user_47 [SEP] movie_36 movie_57 movie_28 movie_36 [SEP] 4.5 3.5 3.5 [MASK],4.5
[CLS] user_58 [SEP] movie_19 movie_109 movie_123 movie_57 [SEP] 1.0 3.0 4.0 [MASK],2.0
[CLS] user_7 [SEP] movie_7 movie_52 movie_101 movie_7 [SEP] 3.0 4.0 4.0 [MASK],3.0
[CLS] user_30 [SEP] movie_60 movie_31 movie_123 movie_80 [SEP] 1.5 2.0 1.5 [MASK],2.0
[CLS] user_47 [SEP] movie_28 movie_57 movie_27 movie_40 [SEP] 3.5 3.5 5.0 [MASK],4.0
[CLS] user_45 [SEP] movie_32 movie_36 movie_40 movie_86 [SEP] 4.0 4.0 3.0 [MASK],3.0
[CLS] user_10 [SEP] movie_23 movie_6 movie_50 movie_50 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_68 [SEP] movie_17 movie_50 movie_73 movie_106 [SEP] 4.0 3.0 5.0 [MASK],1.0
[CLS] user_58 [SEP] movie_15 movie_115 movie_47 movie_34 [SEP] 5.0 5.0 3.0 [MASK],4.0
[CLS] user_11 [SEP] movie_14 movie_20 movie_15 movie_22 [SEP] 3.5 3.0 4.0 [MASK],3.5
[CLS] user_69 [SEP] movie_45 movie_22 movie_14 movie_14 [SEP] 5.0 3.0 3.0 [MASK],3.0
[CLS] user_48 [SEP] movie_3 movie_1 movie_29 movie_23 [SEP] 2.0 1.5 4.0 [MASK],4.0
[CLS] user_50 [SEP] movie_8 movie_63 movie_36 movie_15 [SEP] 2.0 3.0 3.5 [MASK],3.5
[CLS] user_75 [SEP] movie_90 movie_95 movie_60 movie_17 [SEP] 2.0 3.5 4.5 [MASK],5.0
[CLS] user_39 [SEP] movie_73 movie_8 movie_6 movie_8 [SEP] 3.0 3.0 5.0 [MASK],3.0
[CLS] user_2 [SEP] movie_58 movie_18 movie_29 movie_52 [SEP] 3.0 4.0 4.0 [MASK],3.0
[CLS] user_62 [SEP] movie_30 movie_10 movie_6 movie_104 [SEP] 5.0 0.5 4.0 [MASK],4.0
[CLS] user_31 [SEP] movie_23 movie_33 movie_46 movie_33 [SEP] 5.0 3.0 5.0 [MASK],3.0
[CLS] user_41 [SEP] movie_69 movie_112 movie_5 movie_61 [SEP] 5.0 2.0 3.0 [MASK],5.0
[CLS] user_13 [SEP] movie_35 movie_94 movie_37 movie_33 [SEP] 3.0 3.0 3.0 [MASK],2.0
[CLS] user_72 [SEP] movie_107 movie_50 movie_165 movie_165 [SEP] 4.0 5.0 3.0 [MASK],3.0
[CLS] user_65 [SEP] movie_50 movie_129 movie_47 movie_162 [SEP] 4.0 2.0 4.0 [MASK],4.0
[CLS] user_50 [SEP] movie_37 movie_39 movie_36 movie_66 [SEP] 3.0 3.0 3.5 [MASK],3.5
[CLS] user_45 [SEP] movie_2 movie_13 movie_125 movie_21 [SEP] 5.0 3.0 3.0 [MASK],4.0
[CLS] user_62 [SEP] movie_2 movie_73 movie_6 movie_1 [SEP] 3.5 4.0 4.0 [MASK],3.0
[CLS] user_72 [SEP] movie_56 movie_165 movie_23 movie_50 [SEP] 5.0 3.0 5.0 [MASK],5.0
[CLS] user_50 [SEP] movie_67 movie_117 movie_36 movie_23 [SEP] 3.0 2.0 3.5 [MASK],4.0
[CLS] user_50 [SEP] movie_58 movie_29 movie_37 movie_63 [SEP] 3.0 4.0 3.0 [MASK],3.0
[CLS] user_20 [SEP] movie_14 movie_23 movie_19 movie_19 [SEP] 5.0 5.0 3.0 [MASK],3.0
[CLS] user_56 [SEP] movie_22 movie_57 movie_10 movie_59 [SEP] 3.0 3.0 3.0 [MASK],4.0
[CLS] user_29 [SEP] movie_111 movie_9 movie_86 movie_59 [SEP] 3.0 3.0 3.0 [MASK],2.0
[CLS] user_65 [SEP] movie_162 movie_114 movie_81 movie_156 [SEP] 4.0 5.0 1.0 [MASK],4.0
[CLS] user_45 [SEP] movie_18 movie_15 movie_20 movie_46 [SEP] 1.0 5.0 4.0 [MASK],1.0
[CLS] user_35 [SEP] movie_6 movie_13 movie_1 movie_6 [SEP] 4.0 5.0 4.0 [MASK],4.0
[CLS] user_60 [SEP] movie_11 movie_80 movie_61 movie_3 [SEP] 4.0 4.0 3.0 [MASK],4.0
[CLS] user_59 [SEP] movie_29 movie_56 movie_32 movie_51 [SEP] 4.0 5.0 3.0 [MASK],4.0
[CLS] user_56 [SEP] movie_14 movie_9 movie_20 movie_87 [SEP] 5.0 5.0 3.0 [MASK],3.0
[CLS] user_24 [SEP] movie_7 movie_63 movie_114 movie_9 [SEP] 4.0 3.0 2.0 [MASK],5.0
[CLS] user_30 [SEP] movie_30 movie_23 movie_32 movie_31 [SEP] 3.0 4.0 3.0 [MASK],2.0
[CLS] user_54 [SEP] movie_30 movie_17 movie_58 movie_29 [SEP] 3.5 2.5 3.5 [MASK],3.0
[CLS] user_49 [SEP] movie_17 movie_25 movie_119 movie_6 [SEP] 5.0 1.0 3.0 [MASK],4.0
[CLS] user_76 [SEP] movie_7 movie_60 movie_117 movie_3 [SEP] 4.0 3.0 3.0 [MASK],4.0
[CLS] user_50 [SEP] movie_58 movie_43 movie_63 movie_58 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_2 [SEP] movie_47 movie_44 movie_29 movie_14 [SEP] 3.0 3.0 4.0 [MASK],5.0
[CLS] user_50 [SEP] movie_17 movie_88 movie_112 movie_20 [SEP] 3.5 2.0 3.0 [MASK],3.0
[CLS] user_76 [SEP] movie_60 movie_4 movie_12 movie_63 [SEP] 3.0 3.0 4.0 [MASK],4.0
[CLS] user_27 [SEP] movie_22 movie_6 movie_17 movie_1 [SEP] 4.5 4.0 4.0 [MASK],4.5
[CLS] user_39 [SEP] movie_8 movie_1 movie_20 movie_88 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_55 [SEP] movie_15 movie_14 movie_106 movie_5 [SEP] 5.0 2.5 3.0 [MASK],4.5
[CLS] user_11 [SEP] movie_23 movie_22 movie_33 movie_33 [SEP] 4.0 3.5 3.5 [MASK],3.5
[CLS] user_2 [SEP] movie_50 movie_7 movie_44 movie_1 [SEP] 4.0 5.0 3.0 [MASK],3.0
[CLS] user_68 [SEP] movie_50 movie_17 movie_106 movie_21 [SEP] 3.0 4.0 1.0 [MASK],4.0
[CLS] user_73 [SEP] movie_35 movie_19 movie_6 movie_6 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_63 [SEP] movie_23 movie_48 movie_7 movie_46 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_25 [SEP] movie_30 movie_1 movie_55 movie_1 [SEP] 5.0 3.5 5.0 [MASK],3.5
[CLS] user_56 [SEP] movie_9 movie_75 movie_13 movie_7 [SEP] 5.0 4.0 3.0 [MASK],5.0
[CLS] user_10 [SEP] movie_105 movie_49 movie_109 movie_87 [SEP] 4.0 3.0 4.0 [MASK],4.0
[CLS] user_37 [SEP] movie_14 movie_6 movie_23 movie_38 [SEP] 1.0 4.5 5.0 [MASK],2.0
[CLS] user_30 [SEP] movie_60 movie_38 movie_11 movie_23 [SEP] 1.5 3.5 2.5 [MASK],4.0
[CLS] user_65 [SEP] movie_50 movie_122 movie_129 movie_81 [SEP] 4.0 1.0 2.0 [MASK],1.0
[CLS] user_29 [SEP] movie_9 movie_58 movie_34 movie_17 [SEP] 3.0 3.0 4.0 [MASK],4.0
[CLS] user_22 [SEP] movie_1 movie_122 movie_19 movie_38 [SEP] 4.0 1.0 3.0 [MASK],3.0
[CLS] user_18 [SEP] movie_38 movie_68 movie_63 movie_32 [SEP] 2.5 3.0 3.0 [MASK],4.5
[CLS] user_56 [SEP] movie_57 movie_59 movie_22 movie_14 [SEP] 3.0 4.0 3.0 [MASK],5.0
[CLS] user_62 [SEP] movie_99 movie_1 movie_48 movie_25 [SEP] 3.0 3.0 1.0 [MASK],3.0
[CLS] user_4 [SEP] movie_24 movie_74 movie_36 movie_62 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_33 [SEP] movie_31 movie_48 movie_29 movie_18 [SEP] 5.0 3.0 3.0 [MASK],1.0
[CLS] user_65 [SEP] movie_106 movie_117 movie_100 movie_101 [SEP] 4.0 3.0 4.0 [MASK],3.0
[CLS] user_75 [SEP] movie_6 movie_104 movie_13 movie_37 [SEP] 5.0 4.0 4.5 [MASK],3.5
[CLS] user_16 [SEP] movie_80 movie_38 movie_11 movie_69 [SEP] 3.0 5.0 4.0 [MASK],4.0
[CLS] user_61 [SEP] movie_85 movie_46 movie_51 movie_119 [SEP] 4.0 4.0 4.0 [MASK],2.0
[CLS] user_36 [SEP] movie_31 movie_30 movie_94 movie_29 [SEP] 5.0 5.0 4.0 [MASK],4.0
[CLS] user_30 [SEP] movie_90 movie_6 movie_2 movie_90 [SEP] 2.0 5.0 3.0 [MASK],2.0
[CLS] user_65 [SEP] movie_1 movie_85 movie_6 movie_50 [SEP] 3.0 3.0 3.0 [MASK],4.0
[CLS] user_62 [SEP] movie_25 movie_32 movie_54 movie_2 [SEP] 3.0 5.0 4.5 [MASK],3.5
[CLS] user_6 [SEP] movie_5 movie_23 movie_13 movie_11 [SEP] 3.5 4.0 4.0 [MASK],2.5
[CLS] user_73 [SEP] movie_35 movie_27 movie_19 movie_94 [SEP] 3.0 4.0 3.0 [MASK],4.0
[CLS] user_28 [SEP] movie_25 movie_29 movie_31 movie_1 [SEP] 3.0 4.0 4.0 [MASK],3.0
[CLS] user_50 [SEP] movie_15 movie_58 movie_23 movie_141 [SEP] 3.5 3.0 4.0 [MASK],2.5
[CLS] user_3 [SEP] movie_56 movie_64 movie_23 movie_11 [SEP] 3.5 4.0 4.5 [MASK],3.5
[CLS] user_25 [SEP] movie_56 movie_40 movie_17 movie_30 [SEP] 1.5 2.5 5.0 [MASK],5.0
[CLS] user_7 [SEP] movie_19 movie_61 movie_10 movie_13 [SEP] 4.0 5.0 3.0 [MASK],4.0
[CLS] user_39 [SEP] movie_8 movie_73 movie_20 movie_1 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_53 [SEP] movie_20 movie_6 movie_4 movie_4 [SEP] 5.0 4.0 5.0 [MASK],5.0
[CLS] user_32 [SEP] movie_33 movie_7 movie_28 movie_33 [SEP] 2.0 3.0 5.0 [MASK],2.0
[CLS] user_69 [SEP] movie_63 movie_12 movie_20 movie_63 [SEP] 5.0 4.0 3.0 [MASK],5.0
[CLS] user_52 [SEP] movie_44 movie_11 movie_47 movie_118 [SEP] 4.0 3.0 3.0 [MASK],4.0
[CLS] user_2 [SEP] movie_18 movie_6 movie_23 movie_32 [SEP] 4.0 3.0 5.0 [MASK],5.0
[CLS] user_15 [SEP] movie_17 movie_11 movie_97 movie_3 [SEP] 3.5 2.5 1.0 [MASK],3.5
[CLS] user_35 [SEP] movie_11 movie_3 movie_19 movie_117 [SEP] 3.0 3.0 3.0 [MASK],3.0
[CLS] user_23 [SEP] movie_23 movie_28 movie_62 movie_12 [SEP] 5.0 4.0 4.0 [MASK],4.0
[CLS] user_69 [SEP] movie_63 movie_45 movie_21 movie_22 [SEP] 5.0 5.0 4.0 [MASK],3.0
[CLS] user_50 [SEP] movie_67 movie_39 movie_15 movie_112 [SEP] 3.0 3.0 3.5 [MASK],3.0
[CLS] user_38 [SEP] movie_23 movie_76 movie_1 movie_76 [SEP] 4.0 3.0 5.0 [MASK],3.0
[CLS] user_19 [SEP] movie_42 movie_48 movie_22 movie_48 [SEP] 2.5 2.0 3.0 [MASK],2.0
[CLS] user_17 [SEP] movie_87 movie_6 movie_84 movie_118 [SEP] 5.0 5.0 4.0 [MASK],3.0
[CLS] user_28 [SEP] movie_87 movie_111 movie_79 movie_64 [SEP] 4.0 3.0 4.0 [MASK],4.0
[CLS] user_67 [SEP] movie_14 movie_23 movie_25 movie_94 [SEP] 4.5 4.5 3.5 [MASK],3.0
