itemId,title,category,description,option1,option2,option3
B00E3PPFOO,20pcs 9 inch YKK assorted color invisible zippers-Made in USA-,"Arts_Crafts_and_Sewing, Sewing, Sewing_Notions_and_Supplies, Fasteners, Zippers",['YKK Zippers 100 Percent Made in USA Color Requests Gladly 9 Accepted. Over 500 YKK colors available. Message us your color requests'],['Zipperstop accepts color requests- YKK- Made in USA -Hot colors for 2018'],ZipperStop Wholesale Authorized Distributor YKK,170
B00E59THDI,Lost Ocean 70pcs/Set Wooden Box Multipurpose Number Alphabet Letter Wood Rubber Stamp New,Arts_Crafts_and_Sewing,[],"['Material: Wooden + rubber', 'Box size: 145x85x50mm/5.7""X3.3""X1.9""', 'Stamp size: 12x10x38mm/0.47""X0.39""X1.49""', 'Letter size: approx 6-7mm in height', 'Color: as picture', 'Material: Wooden + rubber', 'Box size: 145x85x50mm/5.7&#034;X3.3&#034;X1.9&#034;', 'Stamp size: 12x10x38mm/0.47&#034;X0.39&#034;X1.49&#034;', 'Letter size: approx 6-7mm in height', 'Color: as picture']",Lost ocean,5648
B00E8RT8BI,Bail Making Plier 6 Step - PL61,Arts_Crafts_and_Sewing,"['The steps are Round and approximately 2.2, 3, 4, 5, 7 &amp; 8.5mm. Six sizes on a single pair of pliers. As an added bonus, these make great earwires. Feel free to contact us with any questions. Looking for Jewelry making and Wire Working Tools? Check us out. Money Back or Exchange 14 Days']","['Stainless Steel Jewelry Looping Pliers from Bead Smith', ""Professional 6-Step Wire Wrapping jewelry pliers 6''.""]",Beadsmith,2137
B00EB0G2HA,"CRAFTERS WORKSHOP Dylusions Dyan Reaveley's Creative Journal, 5 by 8-Inch",Arts_Crafts_and_Sewing,['RANGER-Dylusions Creative Journal: Small. Use this journal with inks paints mediums water techniques and more! It is ideal for use with Dylusions sprays stencils and stamps. The journal features a sturdy cardboard cover and elastic closing and string tie envelope and it comes with forty-eight 5x8 inch matte unlined cardstock pages. This package contains one 8-3/8x5-5/8 inch journal. Imported.'],"['Use this journal with inks paints mediums water techniques and more', 'It is ideal for use with Dylusions sprays stencils and stamps', 'This package contains one 8-3/8x5-5/8 inch journal']",CRAFTERS WORKSHOP,2546
B00EE2OA06,"K&amp;Company Best of Susan Winget 12&quot; x 12&quot; Specialty Paper Pad, 360 Sheets","Arts_Crafts_and_Sewing, Craft_Supplies, Paper_and_Paper_Crafts, Paper, Decorative_Paper","['Create delightful paper crafts, decorations, and scrapbook embellishments with the K&Company designer paper pad. These sheets are lignin- and acid-free, so your paper crafts do not discolor or fade over time. Pad contains several designs by Susan Winget with beautiful colors and patterns, with 360 sheets of single sided flat paper measuring 12 x 12. Add this versatile K&Company paper pad to your craft kit and use it for your themed craft projects, art collages, card making, home dcor projects, and more. Create eye-catching and impressive designs with ease and confidence.']","['ACID AND LIGNIN FREE  The paper is acid and lignin free, so it will not fade easily. The paper is still easy to cut and manipulate for your projects. Create eye-catching and impressive designs with ease and confidence.', 'A BLAST TO DECORATE - Keep a stack of this premium craft paper in your supplies closet. It always comes in handy during the school year for a variety of student projects and decorations around the classroom, home dcor projects, and more.', 'FUN ARTS & CRAFTS  Take arts and crafts time to a new level with each sheet measuring 12 x 12 inches making it the ideal size for your paper crafting projects such as scrapbooks, greeting cards, bulletin boards, decorations, and more.', 'INCLUDES - A variety of beautiful designer-based patterns and colors by Susan Winget collection suitable for all occasions. Perfect for your scrap booking creations so you can keep your memories alive and create cute keepsakes for your kids and loved ones.', 'SINGLE SIDED -Features 360 sheets of single sided flat paper so you can make the most out of it without having to choose between the two sides. This way you will not have to waste even the smallest piece of paper!']",K&Company,165
B00EFZ35US,"Home-X Easy Fit Buttons for Slacks, Waistband Extenders to Give You a More Relaxed Feel, 5 Color Set (1/2&quot; - 2&quot; Extension)","Arts_Crafts_and_Sewing, Sewing, Sewing_Notions_and_Supplies, Fasteners","['Are your pants just a bit too tight? Home-Xs high-quality, tough and durable pants extenders are the perfect solution. Just slip one size onto your pants button and the other side acts as the button extension, giving you about an inch of extra room in the waist of your pants in just a few seconds! The extenders are incredibly easy to use; they simply loop around your pants\' existing button and no sewing is required. These extenders are perfect for everyone! Now you can easily extend your waist size. Its easy to wear and also convenient for traveling. Each pack of extenders comes with various colors to best match to your pants or skirt. Grab the color that matches closest to the color and enjoy a more relaxed feel. The Easy Fit Extenders from Home-X is designed to help increase the size of your waistband anywhere from 1/2"" to 2"". This set includes five extenders.']","['LOOSENS FIT SO YOU CAN FEEL MORE RELAXED: Adjust your waist in a flash! Perfect for both men and women. If the waistband of your trousers or skirt is too tight, just attach these adjustable extenders to gain an extra 1/2"" to 2"" on the waist so you can feel more relaxed in your day-to-day wardrobe.', 'DURABLE, DISCREET & EASY TO USE: No thread or needles required. All you have to do is add buttons to your pants or skirts. Just slip one size onto your pants button and the other side acts as the button extension, giving you about an inch of extra room in the waist of your pants in just a few seconds!', 'MULTIPLE COLORS TO CHOOSE FROM: Each pack of extenders comes with various colors to best match to your pants. Grab the color that matches closest to your pant color and enjoy a more relaxed feel.', 'ADJUSTABLE LENGTH: The Easy Fit Extenders from Home-X is designed to help increase the size of your waistband anywhere from 1/2"" to 2"". This set includes five extenders.', 'ABOUT HOME-X: Home-X offers a vast collection of products perfect for the home or office. Whether youre looking for gadgets to simplify cleaning, cooking, or hosting, dinnerware or serving options for get-togethers and parties, or just a decorative touch for the bedroom, bathroom, living room, break room, or kitchen, Home-X has something youll love. Home-X is a registered trademark of Simply Home Solutions.']",Home-X,5956
B00EIIGZQI,Bundle 4 Pieces - Tactical USA Flag Patches - Multi-colored,"Arts_Crafts_and_Sewing, Sewing, Trim_and_Embellishments, Appliques_and_Decorative_Patches, Decorative_Patches","['Our USA Tactical Patches are 100% embroidered with velcro loop backing. The 2""x3"" size is specifically desinged for use with tactical caps.']","['Official Gadsden and Culpeper - 4 Patch Set - Black, Subdued Red-White-Blue, Multitan and Subdued SIlver', 'Velcro Hook backing for attachment to Tactical Hats and Gear', 'Authentic Gadsden and Culpeper Brand', 'Made In USA. Ships from USA. 100% Embroidery', 'Can be used with Condor, Tru-Spec and other Operator / Contractor Caps', '<span>\n        Get free shipping on this item when you purchase 2 or more Qualifying items offered by  Gadsden and Culpeper. \n        \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{&quot;width&quot;:&quot;450&quot;,&quot;header&quot;:&quot;Promotion Details&quot;,&quot;url&quot;:&quot;/gp/promotions/details/popup/A3T5CHGYDQB4SJ&quot;,&quot;height&quot;:&quot;600&quot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\'s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n    </span>']",Gadsden and Culpeper,4808
B00EKUU0WY,"Master Airbrush Model G22 Multi-Purpose Dual-Action Gravity Feed Airbrush Set with a 0.3mm Tip and 1/3 oz. Fluid Cup - User Friendly, Versatile Kit - Spray Auto Graphics, Art, Crafts, Tattoos, Cake",Arts_Crafts_and_Sewing,"['', '<b>Master Airbrush Model G22 Multi-Purpose Dual-Action Gravity Feed Airbrush with a 0.3mm Tip and 1/3 oz. Fluid Cup - User Friendly and Versatile</b>', '<b>Master Airbrush Model G22 Airbrush Set<br /> </b>Master performance multi-purpose high performance precision dual-action airbrush with a 1/3 oz. gravity fluid cup and a 0.3mm needle &amp; nozzle. A high performance internal mix airbrush with a dual-action (air &amp; fluid control) trigger. Set comes in a molded plastic storage case with an instruction guide and nozzle wrench.', ""<b>User Friendly and Versatile Airbrush<br /> </b>This user friendly and versatile airbrush can be used for hairline detail spray, overall spray or for up to 1-1/2&quot; wide background spray. It's a great multi-purpose airbrush for beginners and students, as well as for advanced artists since it works excellent for most airbrushing applications and also with most types of paint spray media. It's ideal for hobbies, crafts, auto graphics, temporary tattoos, cake decorating, fine art, nail art and more!"", ""<b>Key Airbrush Features and Benefits<br /> </b>The Model G22 Airbrush is made with high quality precision components that enable it to work efficiently while providing exceptional atomization and accurate spray control. The solvent resistant PTFE needle packing prolongs the airbrushes life. It enables you to use of solvent based automotive paints: urethane's, lacquers and enamels. Removing the needle &amp; nozzle caps enable you to spray the full range of texture &amp; stippling effects. Rebuild kits and replacement needle/nozzle sets are available for this airbrush.""]","[""Master performance Model G22 multi-purpose high performance precision dual-action airbrush with a 1/3 oz. gravity fluid cup and a 0.3mm needle & nozzle. It's Master Airbrush's top selling gravity airbrush."", 'This user friendly and versatile airbrush can be used for hairline detail spray, overall spray or for up to 1-1/2"" wide background spray.', ""It's a great multi-purpose airbrush for beginners and students, as well as for advanced artists since it works excellent for most airbrushing applications and also with most types of paint spray media."", ""It's ideal for hobbies, crafts, auto graphics, temporary tattoos, cake decorating, fine art, nail art and more!"", ""100% Satisfaction Guarantee: Buy with confidence, if you're not satisfied with this airbrush at anytime within the first year of purchase, we'll provide a refund or replacement.""]",Master Airbrush,2656
B00ENOV4U4,"Darice 1103-084 Studio 71, 34 Piece Watercolor Painting Set, Wood Box Art Set",Arts_Crafts_and_Sewing,"['', 'This 34-piece watercolor art set overflows with color and creativity! This premium art set includes a wide variety of painting supplies, everything needed to find your inspiration and create beautiful watercolor masterpieces. This painting set provides hours of artistic fun and makes a great gift for children and adults alike. It&rsquo;s a comprehensive set of supplies that can be ideal for the beginner, student or more advanced artist.<br /> <br /> This 34-piece watercolor paint set includes: (24) 12mL tubes of watercolor paint, (1) watercolor palette, (1) watercolor pad, (3) brushes, (2) sketch pencils, (1) pencil sharpener, (1) eraser and (1) wood case.<br /> <br /> A wood case with a handle and metal hinges and closures holds all the art supplies and keeps them neat and organized. It&rsquo;s portable, too, so you can easily bring it to wherever inspiration lies!<br /> <br /> Darice began with one store and one man&rsquo;s vision in 1954. Throughout the more than 60 years we&rsquo;ve been business, we&rsquo;ve grown tremendously, while remaining loyal to our core traditions. What remains consistent is our dedication to hard work, innovation and excellent customer service.']","['34-PIECE SET  This premium watercolor art set includes a wide variety of painting supplies, everything needed to find your inspiration and create beautiful watercolor masterpieces! Its a great choice for children and adults to experiment with painting at a reasonable price.', 'VERSATILE SET INCLUDES  This 34-piece watercolor paint set includes: (24) 12mL tubes of watercolor paint, (1) watercolor palette, (1) watercolor pad, (3) brushes, (2) sketch pencils, (1) pencil sharpener, (1) eraser and (1) wood case.', 'PORTABLE WOOD CASE  A wood case with a handle and metal hinges and closures holds all the art supplies and keeps them neat and organized. Its portable, too, so you can easily bring it to wherever inspiration lies!', 'GREAT GIFT  This painting set provides hours of artistic fun and makes a great gift for children and adults alike. Its a comprehensive set of supplies that can be ideal for the beginner, student or more advanced artist.', 'A BRAND TO TRUST  Darice began with one store and one mans vision in 1954. Throughout the more than 60 years weve been business, weve grown tremendously, while remaining loyal to our core traditions. What remains consistent is our dedication to hard work, innovation and excellent customer service.']",Darice,6908
B00EO78PNY,"Sulyn Extra Fine Cameo Pink Glitter Stacker Jar, 2 ounces, Non-Toxic, Stackable and Reusable Jar, Multiple Slot Openings for Easy Dispensing and Mess Reduction, Light Pink Glitter, SUL51825",Arts_Crafts_and_Sewing,"['Add sparkle and shine to any project with Sulyn Extra Fine glitter! Sulyn glitter is the perfect choice for all of your craft needs: scrapbooking, slime, jewelry, greeting cards, customized clothing, holiday decorations and more. Sulyn glitter jars are conveniently reusable with a removeable lid to get the most out of every jar. Sulyn glitter is made from PET so it is non-toxic and safe for use (conforms to ASTM D-4236). Available in a large variety of colors and sizes to fit your needs!']","['Extra fine glitter for beautiful craft creations', 'Great for classroom projects, party decorations, nail art, slime, customized jewelry and more', 'Easy-pour stackable plastic jars with multiple slot size openings and removable lid', 'Non-toxic glitter', '2 ounces in each jar (56 grams)']",Sulyn,8654
B00EO78VJ2,"Sulyn Extra Fine Caribbean Glitter Stacker Jar, 2 ounces, Non-Toxic, Stackable and Reusable Jar, Blue Green Glitter, SUL51827",Arts_Crafts_and_Sewing,"['Add sparkle and shine to any project with Sulyn Extra Fine glitter! Sulyn glitter is the perfect choice for all of your craft needs: scrapbooking, slime, jewelry, greeting cards, customized clothing, holiday decorations and more. Sulyn glitter jars are conveniently reusable with a removeable lid to get the most out of every jar. Sulyn glitter is made from PET so it is non-toxic and safe for use (conforms to ASTM D-4236). Available in a large variety of colors and sizes to fit your needs!']","['Extra fine glitter for beautiful craft creations', 'Great for classroom projects, party decorations, nail art, slime, customized jewelry and more', 'Easy-pour stackable plastic jars with multiple slot size openings and removable lid', 'Non-toxic glitter', '2 ounces in each jar (56 grams)']",Sulyn,9719
B00EOC76OS,We R Memory Keepers Precision Glass Cutting Mat,Arts_Crafts_and_Sewing,"['The Precision Glass Cutting Mat is so much more than just an ordinary cutting mat. It has a 13 inch Grid, Angle Measurement Lines, Tempered Glass, Non-Skid Feet, Measurements in both Inches and Metric, Easy to Clean, Durable Work Surface, Smooth and Precise Cutting, Safe for Hot Glue, Clean Surface for Stamping and a Paint and Blending Pallet. This Mat is Perfect for Cutting, Stamping and Mixed Media. Look for all of our other High Quality Products and Tools.']","['13 Inch Grid with Angle Measurement Lines', 'Tempered Glass, Non-Skid Feet and Durable Work Surface', 'Measurements in Both Inches and Metric, Easy to Clean, Safe for Hot Glue, Paint and Blending Pallet', 'Smooth and Precise Cutting', 'Look for all of our other We R Memory Keepers and We R at Home High Quality Products and Tools']",We R Memory Keepers,4566
B00EOC7XKK,6 x 12-inch 3-Ring Album Page Protectors by American Crafts | Includes 10 sheets with 3 - 4 x 6-inch pockets each,Arts_Crafts_and_Sewing,"['American Crafts 3-Ring Album Page Protectors are made from the highest quality materials, so you can be sure they are built to last. The sheets are extra thick, but crystal clear. Easily see your photos from any angle because these page protectors are made from a non-glare, acid-free material. Each sheet has reinforced edges to protect your photos and ensure they never fall out. Protect your important projects with this wonderful product today.']","['QUALITY MATTERS: Our high-quality page protectors are ultra-crystal clear, non-glare, extra thick (4mm), acid-free and have reinforced edges. They are strong and built to last.', 'PROTECT YOUR IMORTANT PROJECTS: Reinforced ring holes ensure pages wont fall out of albums and get lost. Extra thick edges keep photos safe and in place.', 'VERSATILE: Mix and match any American Crafts page protector or photo sleeve with any standard 3-Ring Album.', 'LARGE VARIETY: Our page protectors and photo sleeves come in so many different sizes and quantities. Pick some up today!', 'GREAT VALUE: Includes 10 sheet protectors with three pockets each. Perfect for 4 x 6-inch photos, all at an incredible savings!']",We R Memory Keepers,7526
B00EOC6T6E,"Trim and Score Board by We R Memory Keepers | 12 x 12-inch board, scoring tool and two titanium blades",Arts_Crafts_and_Sewing,"['The Trim and Score Board by We R Memory Keepers is the perfect tool to trim and score any paper crafting project with ease. Make precision cuts using the trimming tool equipped with titanium blades. Score any material with the detachable scoring tool all in one simple step. The large 12 x 12-inch fold-out surface allows you to create beautiful boxes, home-made envelopes and stunning cards. Scoring and Trimming has never been this convenient or easy.']","['TRIM AND SCORE WITH ONE CONVENIENT TOOL: With measurements in both inches and centimeters precision scoring and trimming is a snap.', 'EASY TO USE & STORE: This versatile board features a large 12 x 12 work area that folds up for space-saving storage. Titanium blades easily pop in and out when its time to replace them.', 'CREATE A VARIETY OF PROJECTS: Make beautiful boxes, impressive home-made envelopes, and thoughtful cards for any occasion. This board is perfect for any paper crafting project.', 'ENJOY THE VALUE: Includes a foldable 12 x 12 trim and score board, detachable scoring tool, paper trimmer, and two titanium blades.']",We R Memory Keepers,1275
B00EPKGXBG,"RING NOODLE: Ring Size Reducer, Ring Guard, Ring Size Adjuster - 7 pack (1 of each size)",Arts_Crafts_and_Sewing,"['', '<b>Ring Noodle</b> - a simple way to temporarily size your ring down to fit you. Easily slips over the shank of your ring.', 'Package of 7 RING NOODLES (1-Mini, 1-Petite, 1-Narrow, 1-Medium, 1-Wide, 1-Extra Wide, 1-Super Wide). These accommodate rings that are 0.5-9mm wide. Reduces ring size up to 2.5 sizes. They can easily be cut shorter for less size reduction.', 'See the last image to learn <b><I>how to measure your ring.</b></I>', 'See the fourth image to see <b><I>how to install RING NOODLES</b></I>. No tools needed! Simply slip the cut side if the EZsizer over the outside of the shank and turn it as you push it on so that the seam ends up on the outside.', 'Will not damage your ring like a metal ring guard. This ring adjuster is made of medical grade tubing for long lasting flexibility.', 'Easily move your rings from one finger to another.', '<b>Available Sizes:</b> Mini, Petite, Narrow, Medium, Wide, Extra Wide (see the size chart image).', 'See our other ring size products: <b>RingSlinky, DipSize, and RingShrinker.', 'We, PGC INC (jpcpgc), are the manufacturer and <b>ONLY AUTHORIZED SELLER</b> of this product. Purchases from any other seller will not have our customer service or exchange privileges and may not be in approved packaging.', 'IMAGES AND CONTENT ALL RIGHTS RESERVED, PGC INC.']","['Sizes based on ring width: Mini (0.5-1.5mm), Petite (2-3mm), Narrow (0.5-2mm), Medium (2.5-3.5mm), Wide (4-6mm), Extra Wide (6-7.5mm), Super Wide (7.5-9mm)', 'Easy to use (no tools needed for this ring size reducer). Can easily be cut shorter for less size reduction.', 'The Mini and Petite reduce ring size up to 1 size. The Narrow,Medium, Wide and X Wide reduces ring size by up to 2 sizes.', 'Comfortable do to curved shape and hypoallergenic (medical grade vinyl)', 'Kind to your ring! (does not scratch gold or silver) Costs far less than a full ring sizing. 100% Satisfaction Guarantee!']",RING NOODLE,3442
B00ERFPFEA,Spellbinders S5-204 Shapeabilities Lace Hearts Die Templates,Arts_Crafts_and_Sewing,"[""Whether you are crafting something for a special friend, or significant other, what could be more perfect than to add a symbol of your love and Gratitude, than with a heart. This set designed by Samantha Walker allows you to use the solid outline shapes of the heart independently of their lacy centers. The two center designs are interchangeable with the outside designs. Heart doilies are not just for Valentine's day anymore! Spellbinders Shape abilities dies cut, emboss and stencil with a single die template. Approximate sizes): accent: 1.63 x 1.13 in, key: 1 x 2.5 in heart 1: 2.63 x 2.75 in (inset W heart center)heart 2: 2.75 x 2.38 in (inset)heart 3: 3.25 x 2.88 in, heart 4: 3.88 x 3.38 in""]","['Spellbinders die templates are perfect for cards, tags, scrapbooking and more', 'You can cut, emboss and stencil with a single die template', 'The dies are designed to cut cardstock, paper, metallic foil and other thin materials', 'Compatible in most standard die cutting machines', '<span>\n        <a href=https://www.amazon.com/gp/sign-in.html?ie=UTF8&ref=&email=&redirectASIN=B00ERFPFEA&disableCorpSignUp=&path=%2Fgp%2Fcoupon%2Fc%2APK6CRT5BVH6KFA2KWAJZXU70VKG&redirectProtocol=&mode=&useRedirectOnSuccess=1>Clip this coupon</a> to save 5% on this product when you buy from Amazon.com. \n        \n        \n        <span class=""a-declarative"" data-action=""a-modal"" data-a-modal=""{&quot;width&quot;:&quot;450&quot;,&quot;header&quot;:&quot;Promotion Details&quot;,&quot;url&quot;:&quot;/gp/promotions/details/popup/APK6CRT5BVH6K&quot;,&quot;height&quot;:&quot;600&quot;}"">\n            <a href=""javascript:void(0)"" class=""a-popover-trigger a-declarative"">  \n            Here\'s how\n            <i class=""a-icon a-icon-popover""></i></a>\n        </span>\n        (restrictions apply)\n        \n    </span>']",Spellbinders,5370
B00ESZD7XA,Earring Backs - 500pcs - Earring Backs - Clear with Kare &amp; Kind&reg; retail packaging (2.5mm x 3mm),Arts_Crafts_and_Sewing,"['Kare & Kind Earring Backs Kare & Kind Earring Backs offers a variety of Earring backs to suit your needs. Some of the Earring Backs that we offer include: Bullet Clutch Earring Backs, Metal Earring Backs, and Plastic Earring Backs for Fish Hook Earrings. All our Earring Backs have been hand selected for best quality. Click Add To Cart at the top of the page to get yours! Contents:500 x Earring Backs (2.5mm x 3 mm) ***WATCH OUT for Counterfeit Products!*** Kare & Kind Kare & Kind-USPTO#87035676 - is a registered trademark protected by US Trademark Law. Kare & Kind products are sold by authorized sellers only. This item ships in Kare & Kind retail packaging. If for any reason you are unhappy with any product by Kare & Kind, please do not hesitate to contact us. We take full ownership and responsibility for the quality of our products and will do our very best to solve your problem quickly and efficiently!']","['Earring Backs for small Fish Hook Earrings', 'Color: Clear', 'Quantity: 500 pieces', 'Size: 2.5 mm x 3 mm', 'Kare & Kind retail packaging']",Kare & Kind,1484
B00ET83LKU,Aokbean Mixed Set of 30 Skeleton Keys in Gunmetal Black - Set of 30 Keys,"Arts_Crafts_and_Sewing, Beading_and_Jewelry_Making, Charms","['A set of 30 large vintage style skeleton key replicas in a gunmetal black finish. Key sizes are 2"", 2.3"" and 2.4"". All keys are double-sided. Perfect for use as necklace pendants, vintage wedding decor and escort cards, scrapbooking, and other crafts.']","['Antique vintage style large skeleton key replicas,Suit for key chain, bag pendant, sweater chain pendants, ornaments, necklace pendants, vintage wedding decor and escort cards, scrap booking, and other crafts etc.Material:Metal alloy - lead safe', 'Set of 30 keys (3 different styles, 10 each)', 'Gunmetal Black finish', 'Metal alloy - Lead safe', 'Key sizes: 2"" to 2.4"" (52mm to 62mm)']",Aokbean,386
B00EU322DQ,Angelus Leather Preparer &amp; Deglazer 5 Oz,Arts_Crafts_and_Sewing,"['Angelus Leather Preparer and Deglazer is an all-purpose cleaner and stripper for leather articles. Product can be used to de-glaze factory finishes from shoes, purses, holsters, saddles, etc. Leather Preparer and Deglazer will tend to strip color from leather articles only and is not recommended for use on plastic or vinyl.']","['This deglazer is a must-have and must-do before starting leather projects', 'All-purpose cleaner and stripper for leather articles', 'Use to de-glaze factory finishes from shoes, purses, holsters, saddles and other leather items', 'Strips color from leather articles only', 'Not recommended for use on plastic or vinyl']",Angelus,934
B00EUJK8PO,"U.S. Art Supply Coronado French Style Easel &amp; Sketchbox with 12&quot; Drawer, Wooden Pallete &amp; Shoulder Strap",Arts_Crafts_and_Sewing,[],"['Fully adjustable field easel and storage unit all in one!', 'Made of hand-sanded beechwood', 'Features a sliding drawer with divided compartments, a removable wooden palette, adjustable shoulder strap and a durable leather handle', 'Extends to a full height of 71"" and accommodates canvases up to 34"".', 'Unfolded Dimensions: 28 1/2"" X 45"" X 71"" - Folded Dimensions: 17"" X 6 1/2"" X 22""', 'The Coronado Sketch Box is a fully adjustable field easel and storage unit all in one!', 'Made of hand-sanded beech wood and finished with brass hardware and a durable leather handle.', 'It features a 12&#034; Wide sliding drawer with divided compartments, a 11&#034; x 18&#034; removable wooden palette, adjustable shoulder strap.', 'Fully extendable to 71&#034; - It is small enough to store in a closet, yet large enough to hold a 34&#034; canvas.', 'It has brass hooks that allow for the transport of wet canvas', 'Fully adjustable easel orientation']",US Art Supply,4302
B00EV00C7G,"Cricut Cuttlebug  Cut and Emboss Dies, Rubber Embossing Mat",Arts_Crafts_and_Sewing,"['Use the Embossing Mat to cut intricate shapes with your Cricut Cuttlebug machine. The durable rubber mat works with both Cricut Cuttlebug Cut & Emboss Dies and other brands of cutting dies. Just layer the plates, mat, die, and material and roll through the Cricut Cuttlebug machine. The mat can take the place of a C plate, as well.', 'Use the Embossing Mat to cut intricate shapes with your Circuit Cuttlebug machine. The durable rubber mat works with both Circuit Cuttlebug Cut & Emboss Dies and other brands of cutting dies. Just layer the plates, mat, die, and material and roll through the Circuit Cuttlebug machine. The mat can take the place of a C plate, as well.']","['Use with all Cricut Cuttlebug Cut & Emboss dies', 'Can be used with other brands of cutting dies', 'Can be used instead of a C plate in Cricut Cuttlebug machines']",Cuttlebug,4890
B00EV2JN2O,"U.S. Art Supply Solana Adjustable Wood Desk Table Easel with Storage Drawer, Paint Palette, Premium Beechwood - Portable Wooden Artist Desktop, Board for Canvas, Painting, Drawing Sketching Book Stand",Arts_Crafts_and_Sewing,[],"[""A cleverly designed compact portable miniature desk that converts to a painting easel. A natural wood colored easel box that's oil finished. Made with hand sanded high quality aged Beechwood that's grown in Germany."", 'Sturdy lightweight tabletop box easel that can be adjusted to four different angle positions depending on the need, and will accommodate canvas art and prints up to 11"" by 14"". Easel also induces a wooden painters palette.', 'This desk box easel is ideal for keeping yourself organized while painting, drawing and sketching. It includes a storage drawer with three compartments to organize paints, brushes, tools and other essential art supplies.', 'Folded Dimensions: 13.25"" wide by 10.25"" deep by 2"" high, adjusts to 11"" high. It\'s a durable user friendly art, studio and book stand easel that\'s great for use by kids, beginners, students, as well as for advanced artists and professionals.', ""Risk Free Purchase with our 100% Lifetime Satisfaction Guarantee. U.S. Art Supply is an industry leader in Art Supplies, so purchase our products with the confidence that we'll offer you a 100% lifetime satisfaction guarantee that if you're not happy with them at anytime, we'll provide a full replacement or refund.""]",US Art Supply,856
B00EZBOWN6,40 Color Premium Polyester Embroidery Thread Set Spools for Machines Brother Babylock Janome Singer Pfaff Husqvarna Bernina Machines,"Arts_Crafts_and_Sewing, Sewing, Thread_and_Floss, Embroidery_Thread_and_Floss, Embroidery_Machine_Thread","['Polyester Embroidery Thread assortment comes with exactly the same colors as the Brother Cones thread colors. Do you own a Brother Embroidery machine? Such as the Brother HE-120, HE-240, PE-150, PE-170D, PE-180D, PE 300, PE 400D, Innovis 500D, Innovis 900D, Innovis 950D, Innovis 6000D, Innovis 4500D, Innovis 4000D, Innovis 4000LTD, PE-700, PE-700II, PE-750D, PE-770, PE-780D, Innovis 1000, Innovis 1200, Innovis 1250D, Innovis 1500D, Innovis 2500D, Innovis 2800D, SE 270D, SE-350, SE-400, LB6770PRW, LB6800PRW, PC 6500, PC 8200, PC 8500, PC 8500D, ULT 2001, ULT 2002D, ULT 2003D, PR 600, PR 600II, PR 620 or PR 650? ARE YOU FRUSTRATED BY COLOR CONVERSION CHARTS THAT DO NOT REALLY HAVE THE CORRECT COLOR? THEN Place an order for this set. You will not be disappointed. The threads are extremely lustrous and shiny.']","['40 Spools Polyester Embroidery Thread for Brother Babylock Janome Singer Pfaff Husqvarna Bernina Machines by ThreadNanny Brand', 'Threads are 40wt Cones. Same exact colors to match with your Brother Machine.', 'Color# on the Cones for easy reference. Includes Color Chart. No Conversion Required since these are exactly the same as Brother Colors.', 'Embroiders beautifully with smooth and strong stitches', 'This Set does not come with thread Stand']",ThreadNanny,62
B00EZGDZ20,"ONOR-Tech 6 Sheets Lovely Cat Decorative Adhesive Sticker Tape / Kids Craft Scrapbooking Sticker Set for Diary, Album",Arts_Crafts_and_Sewing,"['DECO FAIRY promises innovation and creativity with changing time and trend. DECO FAIRY provides High quality decorative adhesive stickers of unique designs for your day to day use. These decorative stickers are easily understandable expressions, messages and illustrations that help express better and help enhance the overall impression. For letter, diary, scrap book, these stickers add colour and life to them making them even more memorable. Deco Fairy stickers features artwork incomparable and promise innovation. We bring these unique adorable and beautiful decorative stickers to enhance your artistic work for diaries, letters, presents, greeting cards, scrapbooks, books. Go ahead and explore DECO FAIRY stickers to showcase your artwork an outstanding piece of art.']","['Materials: PVC,Size:15 x 9.5 cm.', 'Quantity:6 Sheets(various shape pattern).', 'Various application for diary, letter, gift box any your own purpose.', 'Great for scrapbooks; gift wrap; photo albums; frames; stationary; recognition and more!', ""The 6 sheets come in this set, making a total of over 300 pieces.Stickers are of a very good quality and of various shape Artist's style.""]",ONOR-TECH,9593
B00EZUCUUE,"Cricut Tools, Basic Set (2002050)",Arts_Crafts_and_Sewing,"['The Cricut Tools Basic Set gives you five tools, plus four interchangeable end caps. The Cricut Tools Scissors cut cleanly with a micro-tip blade and provide precision cuts with all materials. Hardened stainless steel blades feature a removable blade cover. The Cricut Tools Tweezers are designed with a reverse grip feature, enabling them to lift and secure in one step. The Cricut Tools Scraper is custom designed to scrape and clean unwanted scraps from the Cricut cutting mats, contributing to a longer lasting mat. The Cricut Tools Spatula will precisely lift images from the Cricut cutting mat, preventing tearing and curling. The Cricut Tools Weeder is perfect for removing tiny cuts, including negative pieces of vinyl and iron-on from the carrier sheet, or poking out tiny negative pieces from a cut cardstock image. Customize Cricut Tools with Cricut Tools End Caps in a snap. This interchangeable feature allows you to change colors to best fit your style and personality.']","['Plastic', 'Imported', 'Includes the following Cricut Tools: Scissors with protective blade cover; Tweezers; Weeder; Scraper; and Spatula', 'Four interchangeable end caps', 'Get all the Cricut Tools in one set']",Cricut,10
